week_id,date,year,quarter,week_of_year,scenario,net_sales_observed,spend_tv,impr_tv,spend_search,impr_search,spend_social,impr_social,spend_display,impr_display,spend_video,impr_video,promo,covid_index,dgs30,mobility_index,competitor_ishare,baseline_true,exog_effect_true,noise_true,media_contribution_pct_true,stc_tv_true,ltc_tv_true,stc_search_true,ltc_search_true,stc_social_true,ltc_social_true,stc_display_true,ltc_display_true,stc_video_true,ltc_video_true,brand_stock_tv_true,brand_stock_video_true,brand_stock_social_true
75,2021-06-07,2021,2,23,S4,13.8137,0.460872,0.0216,0.19299,0.0679,0.281947,0.0214,0.106219,0.0222,0.185165,0.0109,0.0,0.0906,1.772,0.9445,0.3253,11.1553,-0.5199,0.1472,0.2194,0.4824,0.5096,0.4089,0.0256,0.4269,0.2111,0.1524,0.0666,0.2645,0.483,6.2992,3.2307,1.0904
76,2021-06-14,2021,2,24,S4,13.5412,0.470421,0.0184,0.216984,0.0742,0.261021,0.0215,0.106005,0.0232,0.190796,0.0111,0.0,0.1092,1.7621,0.9249,0.2574,11.227,-0.5473,0.0785,0.2055,0.3565,0.4919,0.4215,0.0261,0.4001,0.2077,0.1495,0.0659,0.2028,0.4609,6.0808,3.0832,1.073
77,2021-06-21,2021,2,25,S4,12.981,0.450506,0.0208,0.187803,0.0732,0.254026,0.0187,0.097254,0.0202,0.179301,0.0106,0.0,0.114,1.8025,0.9208,0.2601,10.983,-0.5541,-0.0395,0.1996,0.2992,0.4753,0.4195,0.0249,0.3607,0.2045,0.1387,0.0646,0.1637,0.4404,5.8755,2.9461,1.0562
78,2021-06-28,2021,2,26,S4,13.4262,0.477733,0.022,0.200338,0.0811,0.246098,0.0202,0.099071,0.022,0.178617,0.0116,0.0347,0.1028,1.7718,0.9311,0.316,11.0285,-0.2474,0.1017,0.1894,0.2735,0.4613,0.4554,0.0252,0.3572,0.2013,0.1388,0.0639,0.1445,0.4223,5.7026,2.825,1.0398
79,2021-07-05,2021,3,27,S4,15.006,1.621139,0.0742,0.228425,0.0824,0.36394,0.0276,0.111546,0.0245,0.687701,0.0407,0.1,0.1152,1.817,0.9259,0.3012,11.6349,0.3165,0.0308,0.2015,0.5186,0.477,0.4686,0.0264,0.4273,0.2059,0.1468,0.0648,0.2486,0.4399,5.8963,2.9421,1.0637
80,2021-07-12,2021,3,28,S4,12.8973,0.915811,0.0355,0.193711,0.0726,0.212596,0.0177,0.097846,0.0197,0.428873,0.0266,0.0,0.1046,1.8118,0.8794,0.3051,10.7721,-0.5828,-0.1401,0.2208,0.4615,0.4758,0.4263,0.0253,0.3636,0.2001,0.1355,0.0639,0.255,0.4409,5.8809,2.9493,1.0336
81,2021-07-19,2021,3,29,S4,13.2069,0.942662,0.0392,0.18343,0.072,0.197166,0.0156,0.095538,0.0189,0.45682,0.0279,0.0,0.1106,1.797,0.9098,0.2738,10.6507,-0.5464,0.3331,0.2097,0.4481,0.4753,0.4151,0.0245,0.3143,0.1942,0.1275,0.063,0.2639,0.4436,5.8753,2.9671,1.003
82,2021-07-26,2021,3,30,S4,12.588,1.158063,0.0482,0.188596,0.0726,0.197213,0.0158,0.091322,0.0201,0.574031,0.0329,0.0,0.0859,1.6908,0.892,0.3004,10.3284,-0.4972,-0.0633,0.224,0.4854,0.48,0.4154,0.0245,0.2942,0.1893,0.1273,0.062,0.2893,0.4526,5.9335,3.0278,0.9779
83,2021-08-02,2021,3,31,S4,12.5586,0.869257,0.0336,0.170573,0.0637,0.189038,0.014,0.089901,0.0188,0.458219,0.027,0.0,0.0964,1.8242,0.9284,0.3415,10.2536,-0.516,0.1396,0.2135,0.4338,0.4773,0.3747,0.0237,0.2677,0.1847,0.1231,0.0612,0.2812,0.454,5.8995,3.0367,0.954
84,2021-08-09,2021,3,32,S4,11.8543,0.867903,0.0401,0.186489,0.0732,0.170067,0.0122,0.087833,0.0195,0.447698,0.0287,0.0,0.1039,1.7922,0.922,0.3187,10.1243,-0.5199,-0.4354,0.2265,0.4377,0.4748,0.41,0.0242,0.2382,0.1794,0.1232,0.0604,0.283,0.4545,5.8685,3.0403,0.9267
85,2021-08-16,2021,3,33,S4,13.1848,1.101116,0.0426,0.191729,0.0754,0.22781,0.0189,0.094924,0.0221,0.560979,0.0361,0.06,0.1164,1.756,0.9336,0.3066,10.1854,-0.049,0.2298,0.2138,0.4521,0.4782,0.4273,0.0245,0.2899,0.1794,0.1314,0.0607,0.3135,0.4616,5.9113,3.0874,0.9269
86,2021-08-23,2021,3,34,S4,13.5644,1.27956,0.0576,0.199637,0.0664,0.20313,0.0143,0.091813,0.0185,0.568615,0.0357,0.06,0.0921,1.9041,0.9547,0.2956,10.399,0.0375,0.2644,0.2111,0.5341,0.4853,0.3894,0.025,0.269,0.1777,0.1243,0.0606,0.33,0.4682,5.9989,3.1317,0.9178
87,2021-08-30,2021,3,35,S4,13.0247,1.164743,0.048,0.198695,0.0737,0.226578,0.0159,0.101335,0.0229,0.54021,0.0338,0.06,0.1104,1.9064,0.9212,0.2978,10.1419,-0.0383,0.0054,0.2239,0.5319,0.4892,0.4155,0.0251,0.2751,0.178,0.1345,0.0615,0.3325,0.4724,6.0465,3.1601,0.9192
88,2021-09-06,2021,3,36,S4,13.0106,0.881173,0.0378,0.212488,0.0694,0.224479,0.0175,0.100317,0.0215,0.364118,0.0209,0.07,0.1947,1.928,0.844,0.2646,10.3193,-0.217,0.1006,0.2158,0.4799,0.4858,0.4008,0.0257,0.2924,0.178,0.1351,0.062,0.2826,0.4654,6.0051,3.1128,0.9196
89,2021-09-13,2021,3,37,S4,11.6066,0.435039,0.0187,0.158529,0.0516,0.139807,0.0102,0.082622,0.0174,0.153598,0.0096,0.0,0.1976,1.8728,0.8615,0.314,9.8911,-0.7847,0.1005,0.2067,0.3569,0.4692,0.3164,0.0234,0.2299,0.1713,0.1226,0.0603,0.2077,0.4417,5.8003,2.9548,0.8849
90,2021-09-20,2021,3,38,S4,11.0719,0.399157,0.0154,0.158941,0.0605,0.138342,0.0106,0.089908,0.0201,0.165469,0.009,0.0,0.2166,1.9275,0.827,0.3276,9.8204,-0.8607,-0.1157,0.2012,0.2728,0.453,0.3404,0.0228,0.2056,0.1657,0.125,0.0601,0.1603,0.4222,5.5994,2.824,0.8558
91,2021-09-27,2021,3,39,S4,11.3554,0.397413,0.0179,0.157434,0.0533,0.139818,0.0112,0.091811,0.0209,0.166228,0.0103,0.0,0.1601,1.8606,0.8799,0.2811,9.8041,-0.6521,0.0985,0.1854,0.2388,0.4383,0.3121,0.0225,0.2011,0.1612,0.1286,0.0602,0.137,0.405,5.4177,2.7093,0.8326
92,2021-10-04,2021,4,40,S4,11.2364,0.946285,0.036,0.158027,0.0546,0.140682,0.0104,0.08347,0.018,0.445925,0.0282,0.0,0.1741,1.9101,0.8892,0.3014,9.8553,-0.6945,-0.1456,0.1977,0.3097,0.4417,0.3125,0.0224,0.1913,0.1576,0.1211,0.0592,0.1944,0.4113,5.4596,2.7515,0.814
93,2021-10-11,2021,4,41,S4,11.3469,0.86794,0.0371,0.166695,0.0564,0.135679,0.011,0.082367,0.0157,0.466551,0.0251,0.0,0.1704,1.8453,0.8611,0.2937,9.8698,-0.704,-0.1096,0.2019,0.3541,0.4427,0.3209,0.0229,0.1924,0.1542,0.1103,0.0585,0.2165,0.4181,5.4726,2.797,0.7964
94,2021-10-18,2021,4,42,S4,11.9535,0.967424,0.039,0.179178,0.0683,0.144427,0.01,0.081044,0.0165,0.428876,0.0258,0.0,0.1533,1.9198,0.9011,0.2999,10.0037,-0.6426,0.2028,0.1999,0.3883,0.4462,0.3772,0.0236,0.1828,0.1522,0.1071,0.0578,0.2326,0.4218,5.5155,2.8215,0.7861
95,2021-10-25,2021,4,43,S4,11.5991,0.846478,0.0321,0.17788,0.066,0.142295,0.0097,0.080983,0.0172,0.465914,0.0272,0.0,0.1864,1.903,0.8737,0.3227,9.7806,-0.744,0.1754,0.2058,0.3726,0.4462,0.3779,0.0237,0.1759,0.1504,0.1078,0.0574,0.2478,0.4273,5.516,2.8584,0.7766
96,2021-11-01,2021,4,44,S4,11.5908,0.927981,0.042,0.16747,0.0636,0.151273,0.0105,0.091788,0.0209,0.457356,0.024,0.0307,0.215,1.8749,0.8197,0.2824,9.8803,-0.5987,-0.1271,0.2102,0.4134,0.4484,0.3671,0.0233,0.1804,0.1496,0.1199,0.0584,0.2443,0.4317,5.5424,2.8873,0.773
97,2021-11-08,2021,4,45,S4,11.451,0.950591,0.0361,0.1723,0.0587,0.156477,0.0114,0.095757,0.0193,0.463679,0.0243,0.0,0.1943,1.9374,0.8738,0.339,9.9463,-0.7859,-0.132,0.2116,0.4062,0.4509,0.3421,0.0234,0.1909,0.1495,0.121,0.0595,0.2434,0.4358,5.5731,2.9154,0.7723
98,2021-11-15,2021,4,46,S4,11.5008,0.870176,0.0352,0.180598,0.0571,0.161364,0.0117,0.083217,0.0186,0.456033,0.0249,0.0,0.204,1.936,0.861,0.3446,10.0338,-0.8306,-0.1162,0.2099,0.3981,0.4511,0.3302,0.0238,0.1987,0.1498,0.1192,0.0588,0.2452,0.4391,5.5755,2.9369,0.7739
99,2021-11-22,2021,4,47,S4,16.2488,2.429588,0.0954,0.310837,0.1058,0.466716,0.0311,0.137767,0.0279,1.229461,0.0764,0.18,0.2218,2.0299,0.8357,0.3272,11.9988,0.6656,0.1319,0.2125,0.6921,0.4816,0.5506,0.0292,0.3894,0.1691,0.1478,0.064,0.4511,0.4776,5.9532,3.1943,0.8737
100,2021-11-29,2021,4,48,S4,16.2498,2.696609,0.1181,0.276878,0.0933,0.452089,0.0346,0.123186,0.0239,1.251549,0.0695,0.18,0.2266,1.9847,0.8148,0.2855,11.7624,0.6519,-0.18,0.2471,0.9665,0.5132,0.5375,0.0295,0.5097,0.1843,0.1494,0.0661,0.5472,0.5122,6.3431,3.4263,0.9517
101,2021-12-06,2021,4,49,S4,12.4591,0.416854,0.0168,0.178149,0.056,0.172569,0.0137,0.093693,0.0193,0.164457,0.0084,0.0,0.1986,1.9806,0.8339,0.3181,10.1429,-0.832,0.0642,0.2475,0.6149,0.4932,0.3638,0.0255,0.3614,0.1792,0.1357,0.0642,0.3619,0.4841,6.0962,3.2382,0.9258
102,2021-12-13,2021,4,50,S4,12.2533,0.439636,0.0172,0.191515,0.0637,0.18825,0.0134,0.098166,0.0207,0.180964,0.0093,0.0,0.2271,1.9924,0.8189,0.3656,10.4201,-0.9711,0.1344,0.2179,0.4234,0.476,0.3646,0.0249,0.2923,0.1764,0.1332,0.0636,0.2543,0.461,5.8844,3.0836,0.911
103,2021-12-20,2021,4,51,S4,16.2818,2.288643,0.093,0.307927,0.1174,0.584102,0.0435,0.138867,0.0308,1.046212,0.0636,0.15,0.2018,1.9822,0.8595,0.2884,12.091,0.4956,-0.0159,0.2279,0.6943,0.5019,0.6108,0.0294,0.5519,0.1964,0.1638,0.0673,0.4055,0.4898,6.2037,3.2761,1.0145
104,2021-12-27,2021,4,52,S4,13.5176,0.410577,0.0177,0.18132,0.0574,0.225686,0.0168,0.08696,0.0193,0.162499,0.0093,0.15,0.1833,1.9699,0.8434,0.34,10.0048,0.4128,0.1818,0.2159,0.4697,0.4828,0.3849,0.0256,0.4104,0.1933,0.1429,0.0643,0.2801,0.4642,5.9678,3.1047,0.9982
105,2022-01-03,2022,1,1,S4,13.2068,0.653656,0.0276,0.251121,0.0878,0.49483,0.0392,0.113714,0.0231,1.260675,0.0727,0.0331,0.2381,2.1659,0.8302,0.3264,10.6734,-0.7245,-0.0548,0.2508,0.395,0.4738,0.479,0.0275,0.5635,0.2061,0.1443,0.0652,0.4575,0.5008,5.8561,3.3497,1.0647
106,2022-01-10,2022,1,2,S4,11.9996,0.377959,0.0141,0.202065,0.0753,0.304739,0.0213,0.103497,0.0192,0.696442,0.0416,0.0,0.2204,2.2124,0.8099,0.3691,9.9574,-0.9418,-0.0385,0.2519,0.287,0.4562,0.4407,0.026,0.4591,0.2064,0.1327,0.0648,0.4402,0.5093,5.6393,3.4067,1.0663
107,2022-01-17,2022,1,3,S4,11.6773,0.354713,0.0155,0.201988,0.0675,0.316941,0.0236,0.092982,0.0195,0.714923,0.038,0.0,0.2322,2.1827,0.8217,0.3425,9.9303,-0.9404,-0.1759,0.2452,0.2349,0.4395,0.3974,0.0255,0.4345,0.2074,0.1278,0.0634,0.4152,0.5177,5.4328,3.4629,1.0714
108,2022-01-24,2022,1,4,S4,12.3333,0.389325,0.0148,0.2052,0.0636,0.323663,0.0244,0.094592,0.0184,0.677437,0.039,0.0,0.2428,2.1575,0.8201,0.3671,10.3998,-1.0265,0.1831,0.2252,0.2025,0.4258,0.3708,0.0256,0.4312,0.2086,0.1222,0.0626,0.4043,0.5233,5.2639,3.5001,1.0777
109,2022-01-31,2022,1,5,S4,12.2656,0.357638,0.0128,0.193303,0.0686,0.364303,0.0282,0.095578,0.0182,0.701501,0.0397,0.0,0.2661,2.2456,0.8493,0.3733,10.7227,-1.109,-0.138,0.2275,0.175,0.4123,0.3882,0.025,0.4669,0.212,0.1185,0.0622,0.4004,0.5293,5.0963,3.5407,1.0949
110,2022-02-07,2022,1,6,S4,12.4552,1.277247,0.0557,0.192225,0.0641,0.364342,0.0263,0.100913,0.0217,2.409833,0.1433,0.0,0.2844,2.4596,0.7591,0.4016,10.131,-1.2062,0.063,0.2784,0.3724,0.4259,0.3712,0.0248,0.464,0.2147,0.128,0.0626,0.8105,0.5935,5.2648,3.9696,1.1091
111,2022-02-14,2022,1,7,S4,13.943,1.434687,0.0603,0.205454,0.0734,0.386469,0.0251,0.104384,0.022,2.299215,0.1251,0.05,0.2224,2.3507,0.8627,0.3637,10.629,-0.5517,-0.0128,0.2782,0.5038,0.4415,0.4105,0.0253,0.4515,0.2182,0.1334,0.0632,0.9843,0.6469,5.4569,4.3273,1.1271
112,2022-02-21,2022,1,8,S4,13.0177,0.406205,0.0153,0.209208,0.0766,0.401214,0.0289,0.109099,0.022,0.724404,0.0422,0.0,0.2579,2.4339,0.8096,0.378,10.8195,-1.1546,-0.1895,0.2721,0.3531,0.4283,0.4329,0.0257,0.4825,0.2218,0.1363,0.064,0.7584,0.6393,5.2937,4.2761,1.1459
113,2022-02-28,2022,1,9,S4,12.8942,0.347922,0.0148,0.208469,0.0757,0.379593,0.0255,0.10882,0.0205,0.705417,0.0387,0.0,0.2292,2.4898,0.8363,0.3435,10.7714,-1.033,-0.1096,0.2532,0.2678,0.4141,0.4331,0.0257,0.4631,0.2237,0.1329,0.0646,0.6088,0.6316,5.1182,4.2249,1.1553
114,2022-03-07,2022,1,10,S4,13.3406,0.176059,0.0067,0.214646,0.0683,0.40718,0.0268,0.111927,0.022,0.288986,0.0168,0.0,0.0995,2.713,0.9277,0.3997,10.8342,-0.6692,0.2489,0.2194,0.1806,0.393,0.3995,0.026,0.4676,0.2266,0.1359,0.0653,0.432,0.6,4.8581,4.0136,1.1706
115,2022-03-14,2022,1,11,S4,13.3565,0.191255,0.0071,0.210899,0.0658,0.4205,0.0301,0.112426,0.0208,0.3161,0.0156,0.0,0.0874,2.7113,0.9434,0.3632,11.1968,-0.619,0.0363,0.2053,0.1347,0.3749,0.3812,0.0259,0.501,0.2298,0.1336,0.0658,0.3212,0.5743,4.6347,3.8412,1.1869
116,2022-03-21,2022,1,12,S4,14.2323,0.572393,0.0217,0.251482,0.0899,0.485443,0.0314,0.112262,0.0202,0.847987,0.0489,0.04,0.0534,2.6619,0.9569,0.3696,11.57,-0.1572,-0.1816,0.2109,0.1817,0.3742,0.4882,0.0276,0.5289,0.2356,0.1305,0.0661,0.3873,0.5811,4.6252,3.8867,1.2171
117,2022-03-28,2022,1,13,S4,14.5778,0.514673,0.0203,0.237511,0.0827,0.540884,0.0358,0.119078,0.0218,0.751744,0.04,0.04,0.1086,2.6177,0.9477,0.3827,11.7799,-0.3354,0.055,0.2112,0.2009,0.3716,0.4763,0.0275,0.5837,0.2431,0.1341,0.067,0.3916,0.5826,4.5931,3.8972,1.2554
118,2022-04-04,2022,2,14,S4,13.8432,0.569468,0.021,0.211178,0.0746,0.383614,0.026,0.105012,0.0183,0.994875,0.0564,0.0,0.0679,2.8258,0.9399,0.3541,11.405,-0.5849,-0.0263,0.2203,0.2147,0.3711,0.4369,0.0264,0.5136,0.2413,0.125,0.0661,0.4596,0.5947,4.5866,3.9781,1.2462
119,2022-04-11,2022,2,15,S4,14.811,0.407171,0.0153,0.206594,0.0759,0.447619,0.034,0.106875,0.0195,0.763355,0.0443,0.0,0.0693,2.8972,0.9707,0.392,11.7421,-0.6126,0.6217,0.2066,0.194,0.3649,0.4351,0.0259,0.5595,0.2432,0.124,0.0657,0.4522,0.5952,4.5108,3.9813,1.2561
120,2022-04-18,2022,2,16,S4,13.9032,0.378951,0.0154,0.206069,0.0676,0.425879,0.032,0.116007,0.0207,0.771662,0.0435,0.0,0.0586,2.899,0.9432,0.4087,11.4525,-0.6037,0.0513,0.216,0.1829,0.3583,0.3968,0.0257,0.5611,0.2436,0.1274,0.0664,0.4446,0.596,4.4291,3.9867,1.2584
121,2022-04-25,2022,2,17,S4,14.1572,0.509013,0.0192,0.256144,0.0814,0.467536,0.029,0.120851,0.0216,1.014733,0.059,0.0,0.0669,2.9444,0.9486,0.397,11.7419,-0.6353,-0.0685,0.2203,0.1957,0.3571,0.452,0.0277,0.5324,0.2461,0.132,0.0674,0.5015,0.6073,4.4142,4.0623,1.2712
122,2022-05-02,2022,2,18,S4,14.1206,0.370015,0.0131,0.214334,0.0689,0.412159,0.0265,0.116612,0.0212,0.749574,0.0427,0.0,0.0786,3.155,0.9196,0.361,11.5774,-0.6863,0.2556,0.2106,0.1725,0.3509,0.406,0.0266,0.4956,0.2453,0.133,0.0676,0.4708,0.6056,4.3378,4.051,1.2671
123,2022-05-09,2022,2,19,S4,13.4945,0.383607,0.0141,0.2057,0.0695,0.366887,0.0229,0.106539,0.0191,0.758986,0.0401,0.0,0.0662,3.0934,0.9594,0.3918,11.5921,-0.6288,-0.3314,0.2121,0.1648,0.3459,0.3996,0.0259,0.4441,0.2422,0.1268,0.0666,0.442,0.6046,4.2756,4.044,1.251
124,2022-05-16,2022,2,20,S4,14.2421,0.391235,0.0149,0.224165,0.0733,0.409502,0.0257,0.108894,0.019,0.779145,0.0398,0.0256,0.0766,3.0378,0.9715,0.4104,11.793,-0.424,0.017,0.2005,0.1647,0.3417,0.4155,0.0265,0.4478,0.242,0.1234,0.0663,0.4237,0.6046,4.2233,4.0442,1.2498
125,2022-05-23,2022,2,21,S4,15.9605,0.636391,0.025,0.253012,0.0907,0.543325,0.0406,0.120416,0.0229,1.142513,0.0655,0.08,0.0772,3.084,0.9405,0.3592,12.2434,0.0923,0.359,0.2046,0.2145,0.3462,0.4985,0.0278,0.5941,0.2484,0.1341,0.0673,0.515,0.6199,4.2797,4.1468,1.2828
126,2022-05-30,2022,2,22,S4,15.4226,0.613362,0.0253,0.229016,0.0812,0.516087,0.0329,0.111981,0.0206,1.13355,0.0603,0.08,0.0964,3.1109,0.9238,0.3762,12.1311,0.0014,-0.0209,0.2147,0.2435,0.3496,0.4716,0.0272,0.5856,0.2523,0.1322,0.067,0.5489,0.6331,4.3216,4.2348,1.3034
127,2022-06-06,2022,2,23,S4,13.9748,0.206261,0.0082,0.203224,0.0621,0.386233,0.0263,0.10156,0.0191,0.336617,0.0174,0.0319,0.0531,3.3099,0.9378,0.4161,11.771,-0.3628,-0.312,0.206,0.1747,0.3367,0.3787,0.026,0.5178,0.249,0.1266,0.0657,0.3985,0.6048,4.1619,4.0457,1.2863
128,2022-06-13,2022,2,24,S4,13.2698,0.206916,0.0087,0.192631,0.0601,0.324973,0.0207,0.103634,0.0183,0.316101,0.0175,0.0,0.0305,3.2911,0.9726,0.4046,11.2813,-0.5302,-0.0713,0.1952,0.139,0.3251,0.3512,0.0251,0.4332,0.2428,0.1211,0.0651,0.3088,0.5785,4.0187,3.8694,1.2543
129,2022-06-20,2022,2,25,S4,13.7038,0.190519,0.0066,0.206432,0.0625,0.325431,0.0243,0.095504,0.0183,0.298712,0.0161,0.0414,0.0813,3.3326,0.9071,0.4079,11.3522,-0.3682,0.2618,0.1794,0.109,0.3138,0.3565,0.0255,0.43,0.2378,0.1183,0.0639,0.2493,0.554,3.8787,3.7057,1.2282
130,2022-06-27,2022,2,26,S4,13.0271,0.188686,0.0075,0.1911,0.058,0.320339,0.0225,0.108311,0.0192,0.317885,0.0182,0.0,0.0534,3.2948,0.9417,0.4371,11.2556,-0.6436,0.0677,0.1802,0.0973,0.3035,0.3368,0.0249,0.4113,0.2333,0.1199,0.0644,0.2221,0.5339,3.7514,3.5711,1.2052
131,2022-07-04,2022,3,27,S4,14.6877,0.651449,0.0231,0.220559,0.0707,0.425755,0.0273,0.108107,0.0192,1.221669,0.0678,0.1,0.0723,3.5086,0.9503,0.4094,11.8896,0.2176,-0.151,0.186,0.1682,0.3123,0.391,0.026,0.449,0.2355,0.1207,0.0648,0.4032,0.5607,3.8606,3.7505,1.2166
132,2022-07-11,2022,3,28,S4,12.8557,0.36451,0.0147,0.177927,0.0537,0.296058,0.0188,0.093822,0.0162,0.702675,0.0371,0.0,0.0577,3.5556,0.9831,0.4131,11.0322,-0.619,-0.1233,0.1996,0.1656,0.3104,0.3244,0.0245,0.3841,0.23,0.1116,0.0634,0.3895,0.5623,3.8368,3.7615,1.1881
133,2022-07-18,2022,3,29,S4,13.025,0.395939,0.0156,0.192649,0.064,0.278275,0.0183,0.102347,0.0203,0.757686,0.0362,0.0,0.0474,3.5199,1.0207,0.4539,11.1495,-0.5867,-0.1007,0.1968,0.1686,0.3099,0.3579,0.0247,0.3498,0.2244,0.1201,0.0635,0.3777,0.5664,3.8306,3.7888,1.1588
134,2022-07-25,2022,3,30,S4,12.9033,0.510846,0.0196,0.171487,0.0619,0.269457,0.0189,0.090029,0.0163,0.856521,0.0409,0.0,0.057,3.5522,0.9455,0.3949,10.8881,-0.6295,0.065,0.1999,0.19,0.3136,0.3553,0.0238,0.3403,0.2191,0.1116,0.0622,0.3893,0.5746,3.8764,3.8432,1.1319
135,2022-08-01,2022,3,31,S4,12.6828,0.348025,0.0136,0.19077,0.0674,0.255351,0.0179,0.100026,0.018,0.755781,0.0362,0.0,0.079,3.7737,0.9694,0.3826,10.5481,-0.6634,0.2409,0.2016,0.1721,0.3109,0.3798,0.0244,0.3262,0.2139,0.1126,0.0624,0.3777,0.5771,3.8427,3.8602,1.1051
136,2022-08-08,2022,3,32,S4,12.4802,0.369467,0.0132,0.168484,0.0591,0.263169,0.0163,0.096439,0.0168,0.696336,0.0372,0.0,0.0815,3.703,0.9437,0.4063,10.5113,-0.6968,0.1894,0.1984,0.1601,0.3093,0.3468,0.0235,0.3039,0.2102,0.1093,0.0622,0.3745,0.5765,3.8232,3.8559,1.0857
137,2022-08-15,2022,3,33,S4,13.6249,0.463608,0.0161,0.201586,0.0713,0.30278,0.0207,0.093341,0.0163,0.959486,0.0551,0.06,0.0414,3.7359,0.9659,0.4055,10.9704,-0.0742,0.0821,0.1943,0.1678,0.3114,0.3961,0.0248,0.337,0.2096,0.1063,0.0617,0.444,0.5878,3.8494,3.9319,1.0829
138,2022-08-22,2022,3,34,S4,13.3823,0.462693,0.0163,0.194899,0.0656,0.325839,0.0223,0.102751,0.0192,0.897828,0.049,0.06,0.0432,3.8319,0.9762,0.3851,10.9875,-0.0673,-0.2397,0.2019,0.1733,0.3133,0.3798,0.0249,0.3671,0.2106,0.1138,0.0624,0.4615,0.5952,3.8726,3.9813,1.0877
139,2022-08-29,2022,3,35,S4,13.4969,0.486624,0.0199,0.194474,0.0615,0.298032,0.02,0.101791,0.019,0.940587,0.0524,0.06,0.0615,3.7019,0.9551,0.3736,11.1229,-0.1158,-0.239,0.2022,0.1938,0.3158,0.3576,0.0249,0.3584,0.2097,0.1171,0.0628,0.4853,0.6035,3.9039,4.0369,1.083
140,2022-09-05,2022,3,36,S4,14.2311,0.340406,0.0123,0.19154,0.0601,0.322491,0.0223,0.107374,0.0219,0.631654,0.037,0.07,0.0131,3.8742,0.9924,0.439,11.3903,0.0802,0.096,0.1872,0.1675,0.3126,0.3466,0.0247,0.3768,0.2104,0.1277,0.0636,0.4383,0.5964,3.8635,3.9896,1.0868
141,2022-09-12,2022,3,37,S4,12.3352,0.186605,0.0077,0.178636,0.0572,0.212393,0.0143,0.094756,0.0165,0.271084,0.0156,0.0406,0.0367,3.8869,0.9643,0.3977,10.4394,-0.2327,-0.2422,0.1922,0.1301,0.3023,0.3311,0.0241,0.3078,0.2038,0.116,0.0628,0.3251,0.5677,3.7364,3.7972,1.0525
142,2022-09-19,2022,3,38,S4,11.7661,0.184401,0.0065,0.177648,0.0619,0.20145,0.0139,0.091587,0.0184,0.282227,0.0151,0.0,0.0295,3.9815,0.9499,0.3747,10.1334,-0.5439,-0.0406,0.1884,0.1038,0.2929,0.3496,0.0239,0.2731,0.1975,0.1161,0.0619,0.2552,0.5432,3.6204,3.6337,1.0201
143,2022-09-26,2022,3,39,S4,11.3856,0.177163,0.0068,0.151754,0.0468,0.190481,0.0122,0.088503,0.0162,0.278055,0.0153,0.0,0.0363,3.9815,0.9419,0.4057,9.8832,-0.572,0.0547,0.1774,0.0906,0.284,0.2844,0.0225,0.2409,0.1915,0.1093,0.0609,0.2139,0.5214,3.5109,3.4877,0.9893
144,2022-10-03,2022,4,40,S4,12.3248,0.357254,0.0142,0.160854,0.0545,0.207183,0.0131,0.087236,0.0158,0.769855,0.0438,0.0413,0.0033,4.1941,1.0106,0.3832,10.4988,-0.1246,-0.2048,0.1749,0.1201,0.2846,0.3064,0.0226,0.2352,0.1879,0.1046,0.0602,0.3028,0.531,3.5184,3.5518,0.9705
145,2022-10-10,2022,4,41,S4,11.9718,0.355994,0.0147,0.179726,0.0652,0.194596,0.0123,0.092212,0.0179,0.684047,0.035,0.0,0.0,4.2607,0.9945,0.3781,10.3895,-0.4752,-0.1844,0.1873,0.139,0.2851,0.3599,0.0235,0.2247,0.184,0.109,0.0603,0.3211,0.5353,3.5246,3.5804,0.9502
146,2022-10-17,2022,4,42,S4,12.3573,0.357331,0.0153,0.171895,0.0594,0.205588,0.014,0.096795,0.0198,0.76508,0.0422,0.0,0.0,4.0664,0.9881,0.3921,10.546,-0.4761,-0.0169,0.1865,0.1522,0.2856,0.3438,0.0234,0.2362,0.1816,0.1171,0.0608,0.3606,0.543,3.5308,3.6319,0.9379
147,2022-10-24,2022,4,43,S4,12.5181,0.3509,0.0143,0.16202,0.0557,0.216925,0.0152,0.091922,0.019,0.674728,0.0339,0.0,0.0,4.2198,1.0002,0.3526,10.5904,-0.459,0.0907,0.1834,0.1546,0.2858,0.3238,0.0229,0.2527,0.1804,0.1185,0.0606,0.3511,0.5453,3.5331,3.6478,0.9321
148,2022-10-31,2022,4,44,S4,12.7518,0.401873,0.0144,0.165635,0.0579,0.218703,0.0146,0.094077,0.017,0.721919,0.041,0.0,0.0108,4.2781,1.0078,0.3829,10.7459,-0.5141,0.1911,0.1826,0.1565,0.288,0.33,0.0229,0.2543,0.1797,0.1131,0.0608,0.374,0.5498,3.5602,3.6774,0.928
149,2022-11-07,2022,4,45,S4,12.9559,0.373825,0.0137,0.181971,0.0577,0.244,0.0159,0.092334,0.0179,0.78766,0.0422,0.0,0.0041,4.3636,1.0005,0.4115,11.0212,-0.5436,0.1093,0.1828,0.1542,0.2889,0.3304,0.0237,0.2679,0.1808,0.1132,0.0607,0.3925,0.5568,3.571,3.7242,0.9338
